日付,店番,受領フラグ,受領時間,ドライバー名,完了時間,納品予定数,納品数,不足数
2021/09/13,1238,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1239,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1240,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1253,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1254,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1260,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1261,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1273,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1279,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1285,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1288,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1295,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1299,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1303,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1323,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1324,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1326,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1336,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1340,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1349,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1351,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1361,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1362,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1365,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1368,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1375,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1387,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1400,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1402,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1441,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1455,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1463,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1466,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1467,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1468,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1471,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1475,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1481,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1486,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1495,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1496,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1513,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1515,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1520,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1524,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1526,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1542,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1550,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1557,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1558,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1563,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1566,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1571,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1589,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1613,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1614,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1627,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1635,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1642,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1648,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1657,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1677,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1690,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1707,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1711,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1713,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1714,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1716,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1719,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1722,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1729,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,1736,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,184,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,260,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,3126,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,3136,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,355,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,399,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,453,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,51,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,538,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,563,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,572,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,578,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,608,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,626,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,641,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,642,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,655,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,666,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,668,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,677,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,691,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,700003,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,700012,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,700020,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,700050,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,700065,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,700130,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,700226,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,700230,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,700231,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,700243,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,700245,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,746,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,748,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,827003,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,828003,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,832,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,834,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,841,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,852,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,866,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,885,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,896,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,911,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,912,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,918,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_121,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_1216,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_1217,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_1220,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_1222,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_1223,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_1229,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_123,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_1232,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_1233,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_1235,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_1236,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_1237,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_1238,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_1241,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_1245,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_1247,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_1251,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_1252,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_1263,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_137,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_163,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_176,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_193,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_196,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_197,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_431,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_444,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_445,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_447,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_449,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_452,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_454,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_462,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_478,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_484,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_490,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_526,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_529,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_542,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_559,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_582,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_583,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_585,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_586,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_590,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_592,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_597,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_602,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_609,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_616,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_618,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_624,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_633,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_64,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_646,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_658,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_670,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_671,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_676,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_678,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_682,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_713,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_8,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_819,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_82,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_84,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_846,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_858,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_86,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_875,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_900,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
2021/09/13,GU_995,0,0000-00-00 00:00:00,,0000-00-00 00:00:00,0,0,0
