日付,エリア,店番,店名,管理番号,部門,代表商品,代表商品名,振出店名,不足フラグ
2021/09/03,埼玉,572,ルミネ大宮店,1402-2150-1630,37,371-443359(13-01),ﾊﾟｲﾙﾒｯｼｭｼｮｰﾄｿｯｸｽ 21SS,千葉DC,0
2021/09/03,埼玉,572,ルミネ大宮店,1402-2150-1640,37,371-443359(13-01),ﾊﾟｲﾙﾒｯｼｭｼｮｰﾄｿｯｸｽ 21SS,千葉DC,0
2021/09/03,埼玉,572,ルミネ大宮店,1402-2150-1730,32,321-439183(13-18),ｳﾙﾄﾗｽﾄﾚｯﾁｽｷﾆｰﾌｨｯﾄｶﾗｰJ,千葉DC,1
2021/09/03,埼玉,572,ルミネ大宮店,1402-2150-2810,37,371-441230(13-14),ｽｰﾋﾟﾏｺｯﾄﾝﾃﾞﾆﾑﾗｲｸﾎﾞｸｻｰ,千葉DC,0
2021/09/03,埼玉,572,ルミネ大宮店,1402-2150-2980,34,341-440521(13-01),UｸﾙｰﾈｯｸT(L),千葉DC,1
2021/09/03,埼玉,572,ルミネ大宮店,1402-2757-2400,37,371-439678(11-01),ｽｰﾋﾟﾏｺｯﾄﾝBﾎﾞｸｻｰ B,千葉DC,0
2021/09/03,埼玉,572,ルミネ大宮店,1402-2757-2480,37,371-441236(13-13),ｽｰﾋﾟﾏｺｯﾄﾝﾌﾞﾛｯｸﾁｪｯｸﾎﾞｸｻｰ,千葉DC,0
2021/09/03,埼玉,572,ルミネ大宮店,1402-2757-2500,37,371-434169(12-01),ｴｱﾘｽﾞﾑｺｯﾄﾝｸﾙｰﾈｯｸT(S),千葉DC,0
2021/09/03,埼玉,572,ルミネ大宮店,1402-2757-2510,29,291-439756(13-03),Wﾜｯﾌﾙｸﾙｰﾈｯｸﾜﾝﾋﾟｰｽ(L),千葉DC,0
2021/09/03,埼玉,572,ルミネ大宮店,1402-2757-2660,18,181-438896(14-11),BNJOPｷﾙﾄｶﾊﾞｰｵｰﾙ(L)ｸﾏ,千葉DC,0
2021/09/03,埼玉,572,ルミネ大宮店,1402-2757-2880,34,341-440522(13-11),ﾜｯﾌﾙｸﾙｰﾈｯｸT(L),千葉DC,0
2021/09/03,埼玉,572,ルミネ大宮店,1402-2757-3520,24,241-435193(12-13),W UｸﾙｰﾈｯｸT(S),千葉DC,0
2021/09/03,埼玉,572,ルミネ大宮店,1402-2757-3840,32,321-435221(12-06),ｶﾝﾄﾞｳﾊﾟﾝﾂ(UL)ｺｯﾄﾝﾗｲｸ,千葉DC,0
2021/09/03,埼玉,572,ルミネ大宮店,1402-2757-3930,16,161-441075(14-17),Kﾋﾟｰﾅｯﾂﾊﾞｯｸﾊﾟｯｸ,千葉DC,0
2021/09/03,埼玉,572,ルミネ大宮店,1402-2757-4720,27,271-428494(04-41),WﾋｰﾄﾃｯｸｸﾙｰﾈｯｸT(L)20FW,千葉DC,0
2021/09/03,埼玉,572,ルミネ大宮店,1402-2757-4890,32,321-439186(13-11),ｽﾘﾑﾌｨｯﾄﾁﾉ,千葉DC,0
2021/09/03,埼玉,572,ルミネ大宮店,1404-1740-1590,31,311-442214(13-06),ｺﾝﾌｫｰﾄｼﾞｬｹｯﾄ(ｳｰﾙﾗｲｸ),埼玉DC,0
2021/09/03,埼玉,572,ルミネ大宮店,1404-1740-6410,22,221-444853(13-02),Wﾍﾟｸﾞﾄｯﾌﾟﾊｲﾗｲｽﾞｼﾞｰﾝｽﾞ,埼玉DC,0
2021/09/03,埼玉,572,ルミネ大宮店,1404-1740-6420,33,331-436435(11-14),EFCﾌﾞﾛｰﾄﾞﾁｪｯｸｼｬﾂ(L)F BD,埼玉DC,0
2021/09/03,埼玉,572,ルミネ大宮店,1404-1740-6510,25,251-439147(13-09),W3Dｺｯﾄﾝﾄﾞﾙﾏﾝｽﾘｰﾌﾞｾｰﾀｰ(7),埼玉DC,0
2021/09/03,埼玉,572,ルミネ大宮店,1404-1740-6540,22,221-439469(13-19),Wｽｷﾆｰﾊｲﾗｲｽﾞｱﾝｸﾙｼﾞｰﾝｽﾞ,埼玉DC,0
2021/09/03,埼玉,572,ルミネ大宮店,1404-1740-6590,25,251-428858(04-19),WEFMｸﾙｰﾈｯｸｶｰﾃﾞｨｶﾞﾝ(L),埼玉DC,0
2021/09/03,埼玉,572,ルミネ大宮店,1404-1740-7130,36,361-428919(03-01),ｺﾝﾊﾟｸﾄｱﾝﾌﾞﾚﾗ,埼玉DC,0
2021/09/03,埼玉,572,ルミネ大宮店,1404-1740-7680,31,311-433073(11-13),ｺﾝﾌｫｰﾄｼﾞｬｹｯﾄ,埼玉DC,0
2021/09/03,埼玉,572,ルミネ大宮店,1404-1740-7750,31,311-437104(11-01),ｺﾝﾌｫｰﾄﾌﾞﾚｻﾞｰ,埼玉DC,0
2021/09/03,埼玉,572,ルミネ大宮店,1404-2271-4180,37,372-433101(11-16),ｳﾙﾄﾗｽﾄﾚｯﾁｽｳｪｯﾄｾｯﾄ (L),神奈川DC,0
2021/09/03,埼玉,572,ルミネ大宮店,1404-2271-7490,27,272-432996(11-17),WｳﾙﾄﾗｽﾄﾚｯﾁｽｳｪｯﾄｼﾞｮｶﾞｰP,神奈川DC,0
