日付,エリア,店番,店名,管理番号,部門,代表商品,代表商品名,振出店名,不足フラグ
2021/11/21,64.GU埼玉TC,GU_121,モラージュ菖蒲店,6401-2206-8720,22,221-334815(13-06),Wﾚｷﾞﾝｽﾊﾟﾝﾂ,MGL市原(GU),0
2021/11/21,64.GU埼玉TC,GU_121,モラージュ菖蒲店,6401-2206-9990,22,221-337372(14-05),Wﾂｰﾀｯｸﾜｲﾄﾞﾃｰﾊﾟｰﾄﾞﾊﾟﾝﾂ,MGL市原(GU),0
2021/11/21,64.GU埼玉TC,GU_121,モラージュ菖蒲店,6401-2207-0120,37,371-335978(14-04),ｽﾀｲﾙﾋｰﾄｴｸｽﾄﾗVﾈｯｸT(9),MGL市原(GU),0
2021/11/21,64.GU埼玉TC,GU_121,モラージュ菖蒲店,6401-2207-0480,25,251-337334(14-05),W2WAYｼｬﾂﾃｰﾙｺﾝﾋﾞｾｰﾀｰ(L),MGL市原(GU),0
2021/11/21,64.GU埼玉TC,GU_121,モラージュ菖蒲店,6401-2207-2330,32,321-335321(13-04),ｽﾄﾚｯﾁｽﾘﾑｼﾞｰﾝｽﾞ76cm,MGL市原(GU),0
2021/11/21,64.GU埼玉TC,GU_121,モラージュ菖蒲店,6401-2207-2670,37,372-335950(14-02),ｿﾌﾄｳｫｰﾑｽｳｪｯﾄｾｯﾄ(L/L)+,MGL市原(GU),0
2021/11/21,64.GU埼玉TC,GU_121,モラージュ菖蒲店,6401-2207-3050,27,271-335955(14-01),WｽﾀｲﾙﾋｰﾄUﾈｯｸT(8),MGL市原(GU),0
2021/11/21,64.GU埼玉TC,GU_121,モラージュ菖蒲店,6401-2207-3230,35,351-337408(14-01),ﾛｰｹﾞｰｼﾞﾀｰﾄﾙﾈｯｸｾｰﾀｰ(L),MGL市原(GU),0
2021/11/21,64.GU埼玉TC,GU_121,モラージュ菖蒲店,6401-2207-3750,32,321-339469(21-01),ｽﾄﾚｯﾁｽﾘﾑﾁﾉ76cm,MGL市原(GU),0
2021/11/21,64.GU埼玉TC,GU_121,モラージュ菖蒲店,6401-2207-3800,27,271-338983(21-02),Wﾌﾞﾗﾌｨｰﾙﾘﾌﾞﾚｰｽﾀﾝｸﾄｯﾌﾟ,MGL市原(GU),0
2021/11/21,64.GU埼玉TC,GU_121,モラージュ菖蒲店,6401-2207-3870,27,271-338983(21-02),Wﾌﾞﾗﾌｨｰﾙﾘﾌﾞﾚｰｽﾀﾝｸﾄｯﾌﾟ,MGL市原(GU),0
2021/11/21,64.GU埼玉TC,GU_121,モラージュ菖蒲店,6401-2207-4280,27,272-338090(14-01),WﾏｼｭﾏﾛF4wayﾌﾞﾗﾝｹｯﾄ(ﾍﾞｱ),MGL市原(GU),0
2021/11/21,64.GU埼玉TC,GU_121,モラージュ菖蒲店,6401-2462-2890,37,371-329724(14-01),ｽﾀｲﾙﾋｰﾄｱﾝｸﾙｿｯｸｽ,MGL市原(GU),0
2021/11/21,64.GU埼玉TC,GU_121,モラージュ菖蒲店,6401-2462-2960,37,371-339037(21-01),ﾊｲｱﾝｸﾙｿｯｸｽ(ﾗｲﾝB),MGL市原(GU),0
2021/11/21,64.GU埼玉TC,GU_121,モラージュ菖蒲店,6401-2462-3000,27,271-335765(13-01),Wﾉﾝﾜｲﾔｰﾌﾞﾗ(ﾚｰｽA),MGL市原(GU),0
2021/11/21,64.GU埼玉TC,GU_121,モラージュ菖蒲店,6401-2462-3060,27,272-335479(14-02),Wｳﾗｷﾓｳﾊﾟｲﾙﾊﾟｼﾞｬﾏ(L/L),MGL市原(GU),0
2021/11/21,64.GU埼玉TC,GU_121,モラージュ菖蒲店,6401-2555-8830,35,351-337408(14-01),ﾛｰｹﾞｰｼﾞﾀｰﾄﾙﾈｯｸｾｰﾀｰ(L),MGL市原(GU),0
2021/11/21,64.GU埼玉TC,GU_121,モラージュ菖蒲店,6401-2555-8880,35,351-337408(14-01),ﾛｰｹﾞｰｼﾞﾀｰﾄﾙﾈｯｸｾｰﾀｰ(L),MGL市原(GU),0
2021/11/21,64.GU埼玉TC,GU_121,モラージュ菖蒲店,6401-2555-9260,25,251-334667(14-01),WｿﾌﾄﾘｯﾁVﾈｯｸｾｰﾀｰ(L)+,MGL市原(GU),0
2021/11/21,64.GU埼玉TC,GU_121,モラージュ菖蒲店,6401-2555-9510,25,251-336460(14-01),Wﾏﾙﾁｳｪｲｶｰﾃﾞｨｶﾞﾝ(L)Q,MGL市原(GU),0
2021/11/21,64.GU埼玉TC,GU_121,モラージュ菖蒲店,6401-6850-7010,34,341-336138(13-01),ﾀﾞﾌﾞﾙﾌｪｲｽﾋﾞｯｸﾞPO(L),HMK北関東(GU),0
2021/11/21,64.GU埼玉TC,GU_121,モラージュ菖蒲店,6401-6850-8230,18,182-331298(11-03),BGﾚｷﾞﾝｽﾊﾟﾝﾂ+E,HMK北関東(GU),0
2021/11/21,64.GU埼玉TC,GU_121,モラージュ菖蒲店,6401-6850-8240,34,341-336137(13-05),ﾀﾞﾌﾞﾙﾌｪｲｽﾋﾞｯｸﾞﾌﾟﾙPK(L),HMK北関東(GU),0
2021/11/21,64.GU埼玉TC,GU_121,モラージュ菖蒲店,6401-6851-4610,24,241-334382(13-01),Wｽｳｪｯﾄﾌﾟﾙﾊﾟｰｶ(L),HMK北関東(GU),0
