日付,エリア,店番,店名,管理番号,部門,代表商品,代表商品名,振出店名,不足フラグ
2021/12/16,65.GU千葉TC,GU_585,千葉旭店,6501-2013-4350,22,221-334812(13-05),Wｽｳｪｯﾄｲｰｼﾞｰﾊﾟﾝﾂ,MGL市原(GU),0
2021/12/16,65.GU千葉TC,GU_585,千葉旭店,6501-2013-5100,22,221-334812(13-09),Wｽｳｪｯﾄｲｰｼﾞｰﾊﾟﾝﾂ,MGL市原(GU),0
2021/12/16,65.GU千葉TC,GU_585,千葉旭店,6501-2013-5970,22,221-338551(21-02),Wｽｳｪｯﾄｲｰｼﾞｰﾊﾟﾝﾂ,MGL市原(GU),0
2021/12/16,65.GU千葉TC,GU_585,千葉旭店,6501-2013-7580,27,271-339169(21-01),Wｽﾄｯｷﾝｸﾞ3P,MGL市原(GU),0
2021/12/16,65.GU千葉TC,GU_585,千葉旭店,6501-2013-8280,37,371-339072(21-01),ﾄﾞﾗｲﾎﾞｸｻｰ(LR)+,MGL市原(GU),0
2021/12/16,65.GU千葉TC,GU_585,千葉旭店,6501-2013-8920,22,221-338550(21-01),Wﾊｲｳｴｽﾄｽｷﾆｰﾊﾟﾝﾂ,MGL市原(GU),0
2021/12/16,65.GU千葉TC,GU_585,千葉旭店,6501-2013-9320,27,271-338673(21-01),Wﾍﾞﾘｰｼｮｰﾄｿｯｸｽ3P,MGL市原(GU),0
2021/12/16,65.GU千葉TC,GU_585,千葉旭店,6501-2411-1950,27,272-342142(14-01),WﾏｼｭﾏﾛFLLｾｯﾄ(L/L)ﾊﾟﾝﾀﾞA,MGL市原(GU),0
2021/12/16,65.GU千葉TC,GU_585,千葉旭店,6501-2411-1960,27,271-335958(14-04),WｽﾀｲﾙﾋｰﾄｴｸｽﾄﾗﾜｲﾄﾞﾈｯｸT(L),MGL市原(GU),0
2021/12/16,65.GU千葉TC,GU_585,千葉旭店,6501-2626-7460,22,221-334812(13-05),Wｽｳｪｯﾄｲｰｼﾞｰﾊﾟﾝﾂ,MGL市原(GU),0
2021/12/16,65.GU千葉TC,GU_585,千葉旭店,6501-6580-0840,12,121-337122(14-01),KｽﾄﾚｯﾁｳﾗｷﾓｳﾃﾞﾆﾑｽｷﾆｰPT,HMK北関東(GU),0
2021/12/16,65.GU千葉TC,GU_585,千葉旭店,6501-6580-0850,24,241-338959(21-01),WﾗｳﾝﾄﾞﾍﾑﾛﾝｸﾞｽﾘｰﾌﾞT(L),HMK北関東(GU),0
2021/12/16,65.GU千葉TC,GU_585,千葉旭店,6501-6580-0860,24,241-340020(21-05),WVﾈｯｸｽｳｪｯﾄﾌﾟﾙｵｰﾊﾞｰ(L),HMK北関東(GU),0
2021/12/16,65.GU千葉TC,GU_585,千葉旭店,6501-6580-0870,24,241-340020(21-05),WVﾈｯｸｽｳｪｯﾄﾌﾟﾙｵｰﾊﾞｰ(L),HMK北関東(GU),0
2021/12/16,65.GU千葉TC,GU_585,千葉旭店,6501-6580-0970,24,241-332119(11-01),WﾀﾞﾌﾞﾙﾌｪｲｽﾌﾟﾙPK(L),HMK北関東(GU),0
2021/12/16,65.GU千葉TC,GU_585,千葉旭店,6501-6580-3470,24,241-338178(21-01),WｵｰﾊﾞｰｻｲｽﾞｽｳｪｯﾄPO(L),HMK北関東(GU),0
2021/12/16,65.GU千葉TC,GU_585,千葉旭店,6501-6580-3480,34,341-340617(21-01),HWﾋﾞｯｸﾞｽｳｪｯﾄPO(L)(ﾛｺﾞ),HMK北関東(GU),0
2021/12/16,65.GU千葉TC,GU_585,千葉旭店,6501-6580-3750,33,331-339541(21-01),ﾌﾞﾛｰﾄﾞﾘﾗｯｸｽﾌｨｯﾄｼｬﾂ(L),HMK北関東(GU),0
2021/12/16,65.GU千葉TC,GU_585,千葉旭店,6501-6580-8260,18,182-335824(13-01),BTｲｰｼﾞｰﾃｰﾊﾟｰﾄﾞﾊﾟﾝﾂ+,HMK北関東(GU),0
2021/12/16,65.GU千葉TC,GU_585,千葉旭店,6501-6580-8580,24,241-332119(11-01),WﾀﾞﾌﾞﾙﾌｪｲｽﾌﾟﾙPK(L),HMK北関東(GU),0
2021/12/16,65.GU千葉TC,GU_585,千葉旭店,6501-6580-8920,34,341-336119(14-01),ｿﾌﾄｺｯﾄﾝｸﾙｰﾈｯｸT(L),HMK北関東(GU),0
