日付,エリア,店番,店名,管理番号,部門,代表商品,代表商品名,振出店名,不足フラグ
2021/09/18,14.埼玉TC,999999,テスト大宮店,6401-2123-8110,32,321-332421(12-01),ﾏﾙﾁﾃｯｸｼｮｰﾂGA,MGL市原(GU),0
2021/09/18,14.埼玉TC,999999,テスト大宮店,6401-2123-8120,32,321-331799(11-03),ﾜﾝﾀﾞｰｼｪｲﾌﾟｽｷﾆｰﾊﾟﾝﾂ76cm,MGL市原(GU),0
2021/09/18,14.埼玉TC,999999,テスト大宮店,6401-2123-8130,32,321-332421(12-02),ﾏﾙﾁﾃｯｸｼｮｰﾂGA,MGL市原(GU),0
2021/09/18,14.埼玉TC,999999,テスト大宮店,6401-2123-8140,32,321-332421(12-02),ﾏﾙﾁﾃｯｸｼｮｰﾂGA,MGL市原(GU),0
2021/09/18,14.埼玉TC,999999,テスト大宮店,6401-2123-8150,32,321-335332(13-01),ﾃﾞﾆﾑｼｪﾌﾊﾟﾝﾂ,MGL市原(GU),0
2021/09/18,14.埼玉TC,999999,テスト大宮店,6401-2123-8160,27,271-335736(13-01),WSｵｰｶﾞﾆｯｸｺｯﾄﾝﾘﾌﾞﾚｰｽﾀﾝｸ,MGL市原(GU),0
2021/09/18,14.埼玉TC,999999,テスト大宮店,6401-2123-8170,37,371-334944(13-01),ﾄﾞﾗｲﾎﾞｸｻｰ(RR)(ｸﾏ),MGL市原(GU),0
2021/09/18,14.埼玉TC,999999,テスト大宮店,6401-2123-8180,22,221-334810(13-09),Wﾊｲｳｴｽﾄﾏﾑｼﾞｰﾝｽﾞ,MGL市原(GU),0
2021/09/18,14.埼玉TC,999999,テスト大宮店,6401-2123-8190,32,321-334113(12-01),ﾃﾞﾆﾑｼｪﾌｼｮｰﾂ,MGL市原(GU),0
2021/09/18,14.埼玉TC,999999,テスト大宮店,6401-2123-8200,27,271-335063(13-01),Wﾛｰﾗｲｽﾞｼｮｰﾂ3P,MGL市原(GU),0
2021/09/18,14.埼玉TC,999999,テスト大宮店,6401-2123-8210,27,271-335765(13-01),Wﾉﾝﾜｲﾔｰﾌﾞﾗ(ﾚｰｽA),MGL市原(GU),0
2021/09/18,14.埼玉TC,999999,テスト大宮店,6401-2123-8220,32,321-337566(13-01),ﾜｲﾄﾞﾃｰﾊﾟｰﾄﾞｲｰｼﾞｰｱﾝｸﾙﾊﾟﾝﾂ,MGL市原(GU),0
2021/09/18,14.埼玉TC,999999,テスト大宮店,6401-2123-8230,32,321-337566(13-01),ﾜｲﾄﾞﾃｰﾊﾟｰﾄﾞｲｰｼﾞｰｱﾝｸﾙﾊﾟﾝﾂ,MGL市原(GU),0
