日付,エリア,店番,店名,管理番号,部門,代表商品,代表商品名,振出店名,不足フラグ
2021/12/08,65.GU千葉TC,GU_585,千葉旭店,6501-2008-6250,32,321-339518(21-01),ｼｪﾌﾊﾟﾝﾂ,MGL市原(GU),0
2021/12/08,65.GU千葉TC,GU_585,千葉旭店,6501-2008-6510,35,351-337408(14-01),ﾛｰｹﾞｰｼﾞﾀｰﾄﾙﾈｯｸｾｰﾀｰ(L),MGL市原(GU),0
2021/12/08,65.GU千葉TC,GU_585,千葉旭店,6501-2008-6600,25,251-336463(14-01),Wﾊﾞｲｶﾗｰﾎﾟﾛｾｰﾀｰ(L)Q,MGL市原(GU),0
2021/12/08,65.GU千葉TC,GU_585,千葉旭店,6501-2008-6770,35,351-337408(14-05),ﾛｰｹﾞｰｼﾞﾀｰﾄﾙﾈｯｸｾｰﾀｰ(L),MGL市原(GU),0
2021/12/08,65.GU千葉TC,GU_585,千葉旭店,6501-2008-6790,27,271-335957(14-05),WｽﾀｲﾙﾋｰﾄｴｸｽﾄﾗｸﾙｰﾈｯｸT(L),MGL市原(GU),0
2021/12/08,65.GU千葉TC,GU_585,千葉旭店,6501-2008-7370,25,251-336459(14-01),Wﾘﾌﾞﾊﾞｲｶﾗｰｶｰﾃﾞｨｶﾞﾝ(L)Q,MGL市原(GU),0
2021/12/08,65.GU千葉TC,GU_585,千葉旭店,6501-2008-7590,32,321-338574(21-02),ｽｳｪｯﾄｲｰｼﾞｰﾊﾟﾝﾂ,MGL市原(GU),0
2021/12/08,65.GU千葉TC,GU_585,千葉旭店,6501-2008-7680,37,371-334893(13-01),ｱﾝｸﾙｿｯｸｽ3P,MGL市原(GU),0
2021/12/08,65.GU千葉TC,GU_585,千葉旭店,6501-2008-7740,27,271-339108(21-01),Wﾚｷﾞｭﾗｰｼｮｰﾂ3P,MGL市原(GU),0
2021/12/08,65.GU千葉TC,GU_585,千葉旭店,6501-2410-7650,27,272-335470(14-07),WﾏｼｭﾏﾛFLLｾｯﾄ(L/L)ﾗﾋﾞｯﾄ,MGL市原(GU),0
2021/12/08,65.GU千葉TC,GU_585,千葉旭店,6501-2410-7670,27,272-335396(14-01),WﾏｼｭﾏﾛFLLｾｯﾄ(L/L)(ﾛｺﾞ)+,MGL市原(GU),0
2021/12/08,65.GU千葉TC,GU_585,千葉旭店,6501-2625-8670,25,251-334667(14-01),WｿﾌﾄﾘｯﾁVﾈｯｸｾｰﾀｰ(L)+,MGL市原(GU),0
2021/12/08,65.GU千葉TC,GU_585,千葉旭店,6501-2625-8680,25,251-334671(14-04),Wﾘﾌﾞﾀｰﾄﾙﾈｯｸｾｰﾀｰ(L),MGL市原(GU),0
2021/12/08,65.GU千葉TC,GU_585,千葉旭店,6501-2625-8970,22,221-334812(13-09),Wｽｳｪｯﾄｲｰｼﾞｰﾊﾟﾝﾂ,MGL市原(GU),0
2021/12/08,65.GU千葉TC,GU_585,千葉旭店,6501-2625-8980,22,222-338074(13-02),Wｼｬｲﾆｰｷﾞｬｻﾞｰﾛﾝｸﾞｽｶｰﾄ,MGL市原(GU),0
2021/12/08,65.GU千葉TC,GU_585,千葉旭店,6501-2625-9300,32,321-335332(13-06),ﾃﾞﾆﾑｼｪﾌﾊﾟﾝﾂ,MGL市原(GU),0
2021/12/08,65.GU千葉TC,GU_585,千葉旭店,6501-2625-9410,32,321-336884(14-01),ｳﾗﾌﾘｰｽﾃﾞﾆﾑｽﾄﾚｯﾁｼﾞｮｶﾞｰPT,MGL市原(GU),0
2021/12/08,65.GU千葉TC,GU_585,千葉旭店,6501-6573-5370,26,261-335301(14-08),WｳﾙﾄﾗｽﾄﾚｯﾁVSｼｮｰﾄﾌﾞｰﾂ,HMK北関東(GU),0
2021/12/08,65.GU千葉TC,GU_585,千葉旭店,6501-6573-7000,21,211-336331(14-01),Wﾀﾞﾌﾞﾙﾌﾞﾚｽﾄﾃｰﾗｰﾄﾞｼﾞｬｹｯﾄ,HMK北関東(GU),0
2021/12/08,65.GU千葉TC,GU_585,千葉旭店,6501-6573-7330,12,121-337122(14-01),KｽﾄﾚｯﾁｳﾗｷﾓｳﾃﾞﾆﾑｽｷﾆｰPT,HMK北関東(GU),0
2021/12/08,65.GU千葉TC,GU_585,千葉旭店,6501-6573-7340,12,121-337122(14-01),KｽﾄﾚｯﾁｳﾗｷﾓｳﾃﾞﾆﾑｽｷﾆｰPT,HMK北関東(GU),0
2021/12/08,65.GU千葉TC,GU_585,千葉旭店,6501-6573-7820,24,241-334382(13-01),Wｽｳｪｯﾄﾌﾟﾙﾊﾟｰｶ(L),HMK北関東(GU),0
2021/12/08,65.GU千葉TC,GU_585,千葉旭店,6501-6573-7830,26,261-336291(13-03),Wﾎﾞｯｸｽﾐﾆｼｮﾙﾀﾞｰﾊﾞｯｸﾞ,HMK北関東(GU),0
2021/12/08,65.GU千葉TC,GU_585,千葉旭店,6501-6573-8770,34,341-326241(04-01),ｿﾌﾄｺｯﾄﾝｸﾙｰﾈｯｸT(L),HMK北関東(GU),0
