日付,エリア,店番,店名,管理番号,部門,代表商品,代表商品名,振出店名,不足フラグ
2021/12/06,65.GU千葉TC,GU_585,千葉旭店,6501-2008-0660,22,221-334812(13-05),Wｽｳｪｯﾄｲｰｼﾞｰﾊﾟﾝﾂ,MGL市原(GU),0
2021/12/06,65.GU千葉TC,GU_585,千葉旭店,6501-2008-1040,22,222-335294(13-09),Wﾌﾟﾘｰﾂﾛﾝｸﾞｽｶｰﾄ,MGL市原(GU),0
2021/12/06,65.GU千葉TC,GU_585,千葉旭店,6501-2008-1130,25,251-334674(14-01),Wﾓｰﾙﾔｰﾝｸﾙｰﾈｯｸｾｰﾀｰ(L),MGL市原(GU),0
2021/12/06,65.GU千葉TC,GU_585,千葉旭店,6501-2008-2440,,,,MGL市原(GU),0
2021/12/06,65.GU千葉TC,GU_585,千葉旭店,6501-2008-2490,23,231-336558(13-01),Wｺｰﾃﾞｭﾛｲｵｰﾊﾞｰｻｲｽﾞｼｬﾂ(L),MGL市原(GU),0
2021/12/06,65.GU千葉TC,GU_585,千葉旭店,6501-2008-3290,27,271-339109(21-01),Wﾛｰﾗｲｽﾞｼｮｰﾂ3P,MGL市原(GU),0
2021/12/06,65.GU千葉TC,GU_585,千葉旭店,6501-2008-3320,23,231-339811(21-01),Wﾊﾞﾝﾄﾞｶﾗｰﾛﾝｸﾞｼｬﾂ(L),MGL市原(GU),0
2021/12/06,65.GU千葉TC,GU_585,千葉旭店,6501-2008-3400,23,231-339811(21-01),Wﾊﾞﾝﾄﾞｶﾗｰﾛﾝｸﾞｼｬﾂ(L),MGL市原(GU),0
2021/12/06,65.GU千葉TC,GU_585,千葉旭店,6501-2008-3440,23,231-339811(21-01),Wﾊﾞﾝﾄﾞｶﾗｰﾛﾝｸﾞｼｬﾂ(L),MGL市原(GU),0
2021/12/06,65.GU千葉TC,GU_585,千葉旭店,6501-2008-3700,25,251-338910(21-01),Wｼｬﾂｺﾝﾋﾞｾｰﾀｰ(L),MGL市原(GU),0
2021/12/06,65.GU千葉TC,GU_585,千葉旭店,6501-2008-3770,25,251-338910(21-01),Wｼｬﾂｺﾝﾋﾞｾｰﾀｰ(L),MGL市原(GU),0
2021/12/06,65.GU千葉TC,GU_585,千葉旭店,6501-2008-3780,25,251-338910(21-01),Wｼｬﾂｺﾝﾋﾞｾｰﾀｰ(L),MGL市原(GU),0
2021/12/06,65.GU千葉TC,GU_585,千葉旭店,6501-2008-3910,25,251-338910(21-01),Wｼｬﾂｺﾝﾋﾞｾｰﾀｰ(L),MGL市原(GU),0
2021/12/06,65.GU千葉TC,GU_585,千葉旭店,6501-2008-4210,35,351-339352(21-01),ﾜｲﾄﾞﾌｨｯﾄｱｾﾞｾｰﾀｰ(L),MGL市原(GU),0
2021/12/06,65.GU千葉TC,GU_585,千葉旭店,6501-2008-5680,25,251-336468(14-02),Wﾍｱﾘｰｶﾗｰｾｰﾀｰ(L)Q,MGL市原(GU),0
2021/12/06,65.GU千葉TC,GU_585,千葉旭店,6501-2625-6210,27,271-335282(13-01),Wﾌﾞﾗﾌｨｰﾙﾘﾌﾞﾁｭｰﾌﾞﾄｯﾌﾟ,MGL市原(GU),0
2021/12/06,65.GU千葉TC,GU_585,千葉旭店,6501-2625-7300,27,271-335282(13-01),Wﾌﾞﾗﾌｨｰﾙﾘﾌﾞﾁｭｰﾌﾞﾄｯﾌﾟ,MGL市原(GU),0
2021/12/06,65.GU千葉TC,GU_585,千葉旭店,6501-2625-7850,32,321-335349(14-01),ｳﾗﾌﾘｰｽｽｰﾊﾟｰｽﾄﾚｯﾁｲｰｼﾞｰPT,MGL市原(GU),0
2021/12/06,65.GU千葉TC,GU_585,千葉旭店,6501-2625-8040,32,321-335349(14-01),ｳﾗﾌﾘｰｽｽｰﾊﾟｰｽﾄﾚｯﾁｲｰｼﾞｰPT,MGL市原(GU),0
2021/12/06,65.GU千葉TC,GU_585,千葉旭店,6501-6572-9390,24,241-334381(13-01),Wｽｳｪｯﾄﾌﾟﾙｵｰﾊﾞｰ(L),HMK北関東(GU),0
2021/12/06,65.GU千葉TC,GU_585,千葉旭店,6501-6572-9400,26,261-335578(13-01),Wｱｼﾝﾒﾄﾘｰｻｰｸﾙﾋﾟｱｽｾｯﾄ,HMK北関東(GU),0
2021/12/06,65.GU千葉TC,GU_585,千葉旭店,6501-6572-9410,12,121-337121(14-01),Kｺｰﾃﾞｭﾛｲｼｪﾌﾊﾟﾝﾂ,HMK北関東(GU),0
2021/12/06,65.GU千葉TC,GU_585,千葉旭店,6501-6572-9420,24,241-341425(21-01),WﾀﾞﾌﾞﾙﾌｪｲｽVﾈｯｸﾍﾞｽﾄ,HMK北関東(GU),0
2021/12/06,65.GU千葉TC,GU_585,千葉旭店,6501-6573-3130,34,341-336145(14-01),ﾌﾘｰｼｰﾌﾘｰｽｺﾝﾋﾞﾌﾟﾙｵｰﾊﾞｰ(L),HMK北関東(GU),0
2021/12/06,65.GU千葉TC,GU_585,千葉旭店,6501-6573-3140,24,241-334382(13-01),Wｽｳｪｯﾄﾌﾟﾙﾊﾟｰｶ(L),HMK北関東(GU),0
2021/12/06,65.GU千葉TC,GU_585,千葉旭店,6501-6573-3150,24,241-334383(13-01),WｵｰﾊﾞｰｻｲｽﾞｽｳｪｯﾄPO(L),HMK北関東(GU),0
2021/12/06,65.GU千葉TC,GU_585,千葉旭店,6501-6573-3160,34,341-336140(13-01),ｽｳｪｯﾄﾌﾟﾙﾊﾟｰｶ(L),HMK北関東(GU),0
2021/12/06,65.GU千葉TC,GU_585,千葉旭店,6501-6573-3170,34,341-336140(13-01),ｽｳｪｯﾄﾌﾟﾙﾊﾟｰｶ(L),HMK北関東(GU),0
2021/12/06,65.GU千葉TC,GU_585,千葉旭店,6501-6573-3180,24,241-334384(13-01),WｵｰﾊﾞｰｻｲｽﾞｽｳｪｯﾄﾌﾟﾙPK(L),HMK北関東(GU),0
2021/12/06,65.GU千葉TC,GU_585,千葉旭店,6501-6573-3190,34,341-338169(21-01),ｽｳｪｯﾄｼｬﾂ(L),HMK北関東(GU),0
2021/12/06,65.GU千葉TC,GU_585,千葉旭店,6501-6573-3200,34,341-338169(21-01),ｽｳｪｯﾄｼｬﾂ(L),HMK北関東(GU),0
2021/12/06,65.GU千葉TC,GU_585,千葉旭店,6501-6573-3210,34,341-338169(21-01),ｽｳｪｯﾄｼｬﾂ(L),HMK北関東(GU),0
2021/12/06,65.GU千葉TC,GU_585,千葉旭店,6501-6573-3220,34,341-338170(21-01),ｽｳｪｯﾄﾌﾟﾙﾊﾟｰｶ(L),HMK北関東(GU),0
2021/12/06,65.GU千葉TC,GU_585,千葉旭店,6501-6573-3230,34,341-338170(21-01),ｽｳｪｯﾄﾌﾟﾙﾊﾟｰｶ(L),HMK北関東(GU),0
2021/12/06,65.GU千葉TC,GU_585,千葉旭店,6501-6573-3240,34,341-338170(21-01),ｽｳｪｯﾄﾌﾟﾙﾊﾟｰｶ(L),HMK北関東(GU),0
2021/12/06,65.GU千葉TC,GU_585,千葉旭店,6501-6573-3250,34,341-338170(21-01),ｽｳｪｯﾄﾌﾟﾙﾊﾟｰｶ(L),HMK北関東(GU),0
2021/12/06,65.GU千葉TC,GU_585,千葉旭店,6501-6573-3260,34,341-338170(21-01),ｽｳｪｯﾄﾌﾟﾙﾊﾟｰｶ(L),HMK北関東(GU),0
2021/12/06,65.GU千葉TC,GU_585,千葉旭店,6501-6573-3270,34,341-338170(21-01),ｽｳｪｯﾄﾌﾟﾙﾊﾟｰｶ(L),HMK北関東(GU),0
2021/12/06,65.GU千葉TC,GU_585,千葉旭店,6501-6573-3280,24,241-334382(13-01),Wｽｳｪｯﾄﾌﾟﾙﾊﾟｰｶ(L),HMK北関東(GU),0
2021/12/06,65.GU千葉TC,GU_585,千葉旭店,6501-6573-3290,24,241-334384(13-01),WｵｰﾊﾞｰｻｲｽﾞｽｳｪｯﾄﾌﾟﾙPK(L),HMK北関東(GU),0
2021/12/06,65.GU千葉TC,GU_585,千葉旭店,6501-6573-3300,24,241-334384(13-01),WｵｰﾊﾞｰｻｲｽﾞｽｳｪｯﾄﾌﾟﾙPK(L),HMK北関東(GU),0
2021/12/06,65.GU千葉TC,GU_585,千葉旭店,6501-6573-3310,24,241-334384(13-01),WｵｰﾊﾞｰｻｲｽﾞｽｳｪｯﾄﾌﾟﾙPK(L),HMK北関東(GU),0
2021/12/06,65.GU千葉TC,GU_585,千葉旭店,6501-6573-3320,26,261-335301(14-08),WｳﾙﾄﾗｽﾄﾚｯﾁVSｼｮｰﾄﾌﾞｰﾂ,HMK北関東(GU),0
2021/12/06,65.GU千葉TC,GU_585,千葉旭店,6501-6573-3890,26,261-331197(11-01),Wﾏﾙﾁﾊﾟﾚｯﾄ,HMK北関東(GU),0
2021/12/06,65.GU千葉TC,GU_585,千葉旭店,6501-6573-5860,,,,,0
2021/12/06,65.GU千葉TC,GU_585,千葉旭店,6501-6573-6100,,,,,0
2021/12/06,65.GU千葉TC,GU_585,千葉旭店,6501-6573-6200,,,,,0
2021/12/06,65.GU千葉TC,GU_585,千葉旭店,6501-6573-6280,,,,,0
2021/12/06,65.GU千葉TC,GU_585,千葉旭店,6501-6573-6420,,,,,0
2021/12/06,65.GU千葉TC,GU_585,千葉旭店,6501-6573-6650,,,,,0
