日付,エリア,店番,店名,管理番号,部門,代表商品,代表商品名,振出店名,不足フラグ
2021/09/06,64.GU埼玉TC,GU_1229,西武所沢ショッピングセンター店,6401-2140-9310,33,331-335422(14-01),ｺｰﾃﾞｭﾛｲCPOｼｬﾂ(L),MGL市原(GU),0
2021/09/06,64.GU埼玉TC,GU_1229,西武所沢ショッピングセンター店,6401-2140-9650,33,331-335422(14-01),ｺｰﾃﾞｭﾛｲCPOｼｬﾂ(L),MGL市原(GU),0
2021/09/06,64.GU埼玉TC,GU_1229,西武所沢ショッピングセンター店,6401-2140-9990,33,331-335422(14-01),ｺｰﾃﾞｭﾛｲCPOｼｬﾂ(L),MGL市原(GU),0
2021/09/06,64.GU埼玉TC,GU_1229,西武所沢ショッピングセンター店,6401-2141-0260,33,331-335422(14-01),ｺｰﾃﾞｭﾛｲCPOｼｬﾂ(L),MGL市原(GU),0
2021/09/06,64.GU埼玉TC,GU_1229,西武所沢ショッピングセンター店,6401-2141-0600,33,331-335422(14-01),ｺｰﾃﾞｭﾛｲCPOｼｬﾂ(L),MGL市原(GU),0
2021/09/06,64.GU埼玉TC,GU_1229,西武所沢ショッピングセンター店,6401-2141-0940,33,331-335422(14-01),ｺｰﾃﾞｭﾛｲCPOｼｬﾂ(L),MGL市原(GU),0
2021/09/06,64.GU埼玉TC,GU_1229,西武所沢ショッピングセンター店,6401-2141-1300,22,221-334556(11-03),Wﾚｷﾞﾝｽﾊﾟﾝﾂ+E,MGL市原(GU),0
2021/09/06,64.GU埼玉TC,GU_1229,西武所沢ショッピングセンター店,6401-2141-1450,32,321-329858(11-01),ｽｳｪｯﾄｲｰｼﾞｰﾊﾟﾝﾂ,MGL市原(GU),0
2021/09/06,64.GU埼玉TC,GU_1229,西武所沢ショッピングセンター店,6401-2141-1920,25,251-334593(13-01),WｵｰﾊﾞｰｻｲｽﾞVﾈｯｸｾｰﾀｰ(S),MGL市原(GU),0
2021/09/06,64.GU埼玉TC,GU_1229,西武所沢ショッピングセンター店,6401-2141-2110,32,321-335331(13-01),ｼｪﾌﾊﾟﾝﾂ,MGL市原(GU),0
2021/09/06,64.GU埼玉TC,GU_1229,西武所沢ショッピングセンター店,6401-2141-2390,25,251-334681(14-02),Wﾊﾟﾌｨｰﾀｯﾁﾊﾟﾌｽﾘｰﾌﾞｶｰﾃﾞ(L),MGL市原(GU),0
2021/09/06,64.GU埼玉TC,GU_1229,西武所沢ショッピングセンター店,6401-2141-2400,25,251-334681(14-02),Wﾊﾟﾌｨｰﾀｯﾁﾊﾟﾌｽﾘｰﾌﾞｶｰﾃﾞ(L),MGL市原(GU),0
2021/09/06,64.GU埼玉TC,GU_1229,西武所沢ショッピングセンター店,6401-2141-2430,25,251-334681(14-02),Wﾊﾟﾌｨｰﾀｯﾁﾊﾟﾌｽﾘｰﾌﾞｶｰﾃﾞ(L),MGL市原(GU),0
2021/09/06,64.GU埼玉TC,GU_1229,西武所沢ショッピングセンター店,6401-2141-2470,25,251-334681(14-02),Wﾊﾟﾌｨｰﾀｯﾁﾊﾟﾌｽﾘｰﾌﾞｶｰﾃﾞ(L),MGL市原(GU),0
2021/09/06,64.GU埼玉TC,GU_1229,西武所沢ショッピングセンター店,6401-2141-2600,23,231-336554(13-01),Wﾊﾟｰﾙﾎﾞﾀﾝﾌﾞﾗｳｽ(L)+,MGL市原(GU),0
2021/09/06,64.GU埼玉TC,GU_1229,西武所沢ショッピングセンター店,6401-2141-2630,32,321-338014(13-01),ｶｯﾄｿｰﾃｰﾊﾟｰﾄﾞｱﾝｸﾙTR SW+,MGL市原(GU),0
2021/09/06,64.GU埼玉TC,GU_1229,西武所沢ショッピングセンター店,6401-2141-4010,33,331-340683(13-01),CPOｼｬﾂ(L),MGL市原(GU),0
2021/09/06,64.GU埼玉TC,GU_1229,西武所沢ショッピングセンター店,6401-2141-4080,22,221-334808(13-05),Wﾊｲｳｴｽﾄｽﾄﾚｰﾄｼﾞｰﾝｽﾞ,MGL市原(GU),0
2021/09/06,64.GU埼玉TC,GU_1229,西武所沢ショッピングセンター店,6401-2141-4090,37,371-334926(13-01),ﾎﾞｸｻｰﾊﾟﾝﾂ(RR),MGL市原(GU),0
2021/09/06,64.GU埼玉TC,GU_1229,西武所沢ショッピングセンター店,6401-2141-4210,22,221-340070(13-01),Wｶｯﾄｿｰｶﾗｰﾌﾚｱｽﾗｯｸｽ,MGL市原(GU),0
2021/09/06,64.GU埼玉TC,GU_1229,西武所沢ショッピングセンター店,6401-2141-4300,25,251-334683(14-01),WﾁｬﾝｷｰﾆｯﾄﾎﾞｰｲﾌﾚﾝﾄﾞCD(L),MGL市原(GU),0
2021/09/06,64.GU埼玉TC,GU_1229,西武所沢ショッピングセンター店,6401-2141-4390,25,251-334683(14-01),WﾁｬﾝｷｰﾆｯﾄﾎﾞｰｲﾌﾚﾝﾄﾞCD(L),MGL市原(GU),0
2021/09/06,64.GU埼玉TC,GU_1229,西武所沢ショッピングセンター店,6401-2141-4800,32,321-335354(14-01),ﾊﾞﾙｰﾝﾊﾟﾝﾂ,MGL市原(GU),0
2021/09/06,64.GU埼玉TC,GU_1229,西武所沢ショッピングセンター店,6401-2141-5030,23,231-336557(13-01),WﾎﾞﾘｭｰﾑｽﾘｰﾌﾞﾃｨｱｰﾄﾞOP(L),MGL市原(GU),0
2021/09/06,64.GU埼玉TC,GU_1229,西武所沢ショッピングセンター店,6401-2141-5040,23,231-336557(13-01),WﾎﾞﾘｭｰﾑｽﾘｰﾌﾞﾃｨｱｰﾄﾞOP(L),MGL市原(GU),0
2021/09/06,64.GU埼玉TC,GU_1229,西武所沢ショッピングセンター店,6401-2141-5060,23,231-336557(13-01),WﾎﾞﾘｭｰﾑｽﾘｰﾌﾞﾃｨｱｰﾄﾞOP(L),MGL市原(GU),0
2021/09/06,64.GU埼玉TC,GU_1229,西武所沢ショッピングセンター店,6401-2141-5300,22,221-337373(14-01),WﾂｰﾀｯｸﾜｲﾄﾞﾃｰﾊﾟｰﾄﾞPT(CK),MGL市原(GU),0
2021/09/06,64.GU埼玉TC,GU_1229,西武所沢ショッピングセンター店,6401-2141-5310,22,221-337373(14-01),WﾂｰﾀｯｸﾜｲﾄﾞﾃｰﾊﾟｰﾄﾞPT(CK),MGL市原(GU),0
2021/09/06,64.GU埼玉TC,GU_1229,西武所沢ショッピングセンター店,6401-2141-5440,22,222-336869(13-01),Wﾀﾌﾀﾌﾚｱﾐﾃﾞｨｽｶｰﾄ,MGL市原(GU),0
2021/09/06,64.GU埼玉TC,GU_1229,西武所沢ショッピングセンター店,6401-2141-5560,25,251-337337(14-01),Wﾆｯﾄﾎﾟﾝﾁｮﾍﾞｽﾄ,MGL市原(GU),0
2021/09/06,64.GU埼玉TC,GU_1229,西武所沢ショッピングセンター店,6401-2141-5740,22,221-336300(13-03),W2WAYｽﾄﾚｯﾁﾌﾚｱﾊﾟﾝﾂ,MGL市原(GU),0
2021/09/06,64.GU埼玉TC,GU_1229,西武所沢ショッピングセンター店,6401-2141-5800,23,231-338365(13-01),Wﾃｨｱｰﾄﾞﾜﾝﾋﾟｰｽ(L),MGL市原(GU),0
2021/09/06,64.GU埼玉TC,GU_1229,西武所沢ショッピングセンター店,6401-2141-6760,23,231-336494(13-04),Wｵｰﾊﾞｰｻｲｽﾞｼｬﾂ(L),MGL市原(GU),0
2021/09/06,64.GU埼玉TC,GU_1229,西武所沢ショッピングセンター店,6401-2141-6790,22,221-337373(14-01),WﾂｰﾀｯｸﾜｲﾄﾞﾃｰﾊﾟｰﾄﾞPT(CK),MGL市原(GU),0
2021/09/06,64.GU埼玉TC,GU_1229,西武所沢ショッピングセンター店,6401-2141-6820,23,231-336656(13-01),WｼｱｰｽﾄﾗｲﾌﾟｵｰﾊﾞｰｻｲｽﾞSH(LQ,MGL市原(GU),0
2021/09/06,64.GU埼玉TC,GU_1229,西武所沢ショッピングセンター店,6401-2141-6840,23,231-336656(13-01),WｼｱｰｽﾄﾗｲﾌﾟｵｰﾊﾞｰｻｲｽﾞSH(LQ,MGL市原(GU),0
2021/09/06,64.GU埼玉TC,GU_1229,西武所沢ショッピングセンター店,6401-2141-6860,23,231-336656(13-01),WｼｱｰｽﾄﾗｲﾌﾟｵｰﾊﾞｰｻｲｽﾞSH(LQ,MGL市原(GU),0
2021/09/06,64.GU埼玉TC,GU_1229,西武所沢ショッピングセンター店,6401-2456-8050,37,371-334276(11-01),ﾎﾞｸｻｰﾊﾟﾝﾂ(RR)(ｱｲｽｸﾘｰﾑ),MGL市原(GU),0
2021/09/06,64.GU埼玉TC,GU_1229,西武所沢ショッピングセンター店,6401-2456-8220,33,331-335318(13-01),ｶｯﾄｿｰｼｬﾂ(L)SW+,MGL市原(GU),0
2021/09/06,64.GU埼玉TC,GU_1229,西武所沢ショッピングセンター店,6401-2456-8370,37,371-334894(13-01),ｼｮｰﾄｿｯｸｽ3P,MGL市原(GU),0
2021/09/06,64.GU埼玉TC,GU_1229,西武所沢ショッピングセンター店,6401-2456-8400,23,231-336557(13-01),WﾎﾞﾘｭｰﾑｽﾘｰﾌﾞﾃｨｱｰﾄﾞOP(L),MGL市原(GU),0
2021/09/06,64.GU埼玉TC,GU_1229,西武所沢ショッピングセンター店,6401-2456-8760,27,271-335765(13-01),Wﾉﾝﾜｲﾔｰﾌﾞﾗ(ﾚｰｽA),MGL市原(GU),0
2021/09/06,64.GU埼玉TC,GU_1229,西武所沢ショッピングセンター店,6401-2456-8770,27,271-335040(13-01),Wｶﾊﾞｰｿｯｸｽ3PA(ｽﾍﾞﾘﾄﾞﾒﾂｷ),MGL市原(GU),0
2021/09/06,64.GU埼玉TC,GU_1229,西武所沢ショッピングセンター店,6401-2533-7480,25,251-334594(13-01),Wｵｰﾊﾞｰｻｲｽﾞｻｲﾄﾞｽﾘｯﾄｾｰﾀｰ(S,MGL市原(GU),0
2021/09/06,64.GU埼玉TC,GU_1229,西武所沢ショッピングセンター店,6401-2533-7720,22,221-334812(13-04),Wｽｳｪｯﾄｲｰｼﾞｰﾊﾟﾝﾂ,MGL市原(GU),0
2021/09/06,64.GU埼玉TC,GU_1229,西武所沢ショッピングセンター店,6401-2533-8030,25,251-334715(14-01),WｽｳｪｯﾄﾗｲｸﾊｲﾈｯｸﾆｯﾄOP(L),MGL市原(GU),0
2021/09/06,64.GU埼玉TC,GU_1229,西武所沢ショッピングセンター店,6401-2545-6450,22,221-326218(04-06),Wｷﾓｳﾀｯｸﾃｰﾊﾟｰﾄﾞﾊﾟﾝﾂ,MGL市原(GU),0
2021/09/06,64.GU埼玉TC,GU_1229,西武所沢ショッピングセンター店,6401-2545-6870,32,321-335350(14-01),ｺｰﾃﾞｭﾛｲｼｪﾌﾊﾟﾝﾂ,MGL市原(GU),0
